title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
IT Support,Entry Level,Satit Christian Wittaya/โรงเรียนสาธิตคริสเตียนวิทยา,Nonthaburi > Muang,Diploma of High Vocational Education,1 year,Full Time,Advertising / Public Relations / Marketing Services,"Information Technology (IT) > Hardware , Information Technology (IT) > Support , Information Technology (IT) > Network & System",22500
Content Writer (Financial & Economics News Background),Entry Level,Adecco Recruitment (Thailand) Limited,Sathorn,Degree,2 years,"Full Time, Permanent",Financial Services,"Marketing / Public Relations > Marketing Communication , Marketing / Public Relations > Copy-writing",37500
Domestic Sales  Manager,"",Kart (Thailand) Limited,Bangrak,Degree,5 years,Full Time,Freight Forwarding / Delivery / Shipping,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",50000
Import & Export/ Customer Service (Exp in BOI,"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,2 years,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Sales, CS & Business Devpt > Customer Service , Transportation & Logistics > Shipping , Transportation & Logistics > Export Import",25000
Cutting Tools Application Engineer,"",JAC International,Yannawa,Degree,5 years,Permanent,Engineering - Electrical / Electronic / Mechanical,"Engineering > Electrical / Electronics , Engineering > Mechanical",42500
Store Manager – Bangkok and Upcountry,Senior,"Qapstone Consulting Group Recruitment Co., Ltd.",Bangkok,Degree,5 years,Full Time,Wholesale / Retail,"Sales, CS & Business Devpt > Retail Sales",57500
Reservations/Customer Service,"",Blue Voyage (Thailand),Pathumwan,Degree,3 years,Full Time,Hospitality / Catering,"Sales, CS & Business Devpt > Call Centre , Sales, CS & Business Devpt > Customer Service , Hospitality / F & B > Operation",37500
Director of Coffee/Beverage,"",Argyll Scott Asia,Bangkok,Degree,10 years,"Full Time, Permanent",Food and Beverage / Catering,"Hospitality / F & B > F & B , Management > General Management , Sales, CS & Business Devpt > Channel / Distribution",105000
Secretary (Japanese Speaker),"","e-Synergy (Thailand) Co., Ltd.",Sathorn,Degree,1 year,"Full Time, Permanent",Information Technology,"Admin & HR > Secretary / Personal Assistant , Professional Services > Translation",30000
Electrician / Electrical Technician /ช่างไฟฟ้า,"","Bangsaray Property Co., Ltd./บริษัท บางเสร่ พร็อพเพอร์ตี้ จำกัด",Chonburi,Diploma of High Vocational Education,2 years,Full Time,Property Development,"Engineering > Electrical / Electronics , Others > Technician",13000
เจ้าหน้าที่บัญชี,Not Specified,"PSS Metal Sheet Co., Ltd",Phrachinburi,Not Specified,Not Specified,Permanent,Manufacturing,Accounting > General Accounting,16500
SALES COORDINATOR/พนักงานประสานงานขาย,"",JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,2 years,"Full Time, Permanent",Electronics / Electrical Equipment,"Admin & HR > Administration / Operation / Clerical Support , Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Others",20500
Sales Manager / Executive,"","Skillpower Services (Thailand) Co., Ltd.",Rayong,Degree,5 years,"Full Time, Permanent",Industrial Machinery / Automation Equipment,"Sales, CS & Business Devpt > Sales Management",67500
Coffeehouse Manager/ผู้จัดการร้าน,"",Mynt Cafe,Nakhon Si Thammarat,Degree,2 years,"Contract, Full Time, Permanent",Food and Beverage / Catering,"Hospitality / F & B > F & B , Others > Others",17500
Accounts & Admin Executive,"","DB&B (Thailand) Co., Ltd.",Pathumwan,Degree,3 years,Full Time,Interior Design / Graphic Design,"Accounting > General Accounting , Accounting > Taxation , Admin & HR > Administration / Operation / Clerical Support",30000
Store Manager at Gloc Store Ari (Immediately Needed)/ผู้จัดการร้านมัลติแบรนด์ กล๊อค สาขา อารีย์ (พนักงานประจำ),"",Gloc Retail/กล๊อครีเทล,Phayathai,Degree,N/A,"Contract, Full Time",Trading and Distribution,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Sales Management",18000
Negotiator ( Residential Leasing ),Entry Level,CBRE Asia Pacific,Bangkok,Degree,N/A,"Full Time, Permanent",Property Management / Consultancy,"Property > Others , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",22500
ผู้จัดการฝ่ายบริหารและพัฒนาทรัพยากรมนุษย์/Human  Resource Management and Development Department Manager,"","Buono (Thailand) Co., Ltd.",Bangkok Area - Nakornpatom,Not Specified,Not Specified,Permanent,Food and Beverage / Catering,"Admin & HR > Employee Relations , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",50000
Digital Marketing Specialist (E,Entry Level,Adecco Recruitment (Thailand) Limited,Bangkok Area - Nakornpatom,Degree,2 years,Full Time,Human Resources Management / Consultancy,"Marketing / Public Relations > Management , Marketing / Public Relations > Direct Marketing , Marketing / Public Relations > Marketing General",30000
System Engineer/วิศวกรระบบ,"","Digital Focus Co., Ltd./บริษัท ดิจิตอล โฟกัส จำกัด",Ladprao,Degree,2 years,Permanent,Trading and Distribution,Information Technology (IT) > Network & System,37500
iOS Developer,"","Chilindo Co., Ltd.",Wattana,Degree,5 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Mobile / Wireless Communications",80000
Inspection Staff,"",JAC Recruitment Eastern Seaboard,Chonburi,Degree,2 years,Full Time,Motor Vehicles,"Engineering > Manufacturing & Production , Manufacturing > Quality Assurance, Control & Testing / ISO",27500
Admin & Coordinator,"","Lipz Group Co.,Ltd/บริษัท ลิ้ปซ์ กรุ๊ป จำกัด",Suanluang,Diploma of High Vocational Education,N/A,Full Time,Freight Forwarding / Delivery / Shipping,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Others > Student / Fresh Graduate / No Experience",14500
SALES EVENT (เจ้าหน้าที่ประจำอีเว้นท์),"",The Singular Group Limited,Phayathai,Degree,N/A,"Freelance, Full Time, Internship, Part Time, Permanent, Temporary",Advertising / Public Relations / Marketing Services,"Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",27500
น.ประชาสัมพันธ์(โท),Entry Level,"Thammasat Business School, THAMMASAT UNIVERSITY (Rangsit)",Bangkok,Degree,N/A,"Full Time, Permanent",Education,"Accounting > General Accounting , Media & Advertising > Others , Management > General Management",22500
FINANCE PLANNING / MANUFACTURING / PROJECT FINANCIAL / BUSINESS ANALYSIS,"",Cosmo Group Public Company Limited,Prakanong,Degree,2 years,"Full Time, Permanent",Jewellery / Gems / Watches,"Accounting > Credit Control , Banking / Finance > Analysis , Manufacturing > Manufacturing Management",62500
Recruitment Officer/เจ้าหน้าที่สรรหา,Entry Level,"Kasem Glass Co., Ltd.",Yannawa,Degree,3 years,"Full Time, Permanent",Architecture / Building / Construction,Admin & HR > Recruitment / Executive Search,23000
Technical Sales Representative [Staff 1 Position / Senior Staff 1 Position] /เจ้าหน้าที่ฝ่ายขายและการตลาด [รับ เจ้าหน้าที่ 1 ตำแหน่ง / เจ้าหน้าที่อาวุโส 1 ตำแหน่ง],"","Thai Mitsui Specialty Chemicals Co., Ltd.",Bangrak,Degree,N/A,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,"Sciences, Lab, R&D > Chemical , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",32500
Accountant / บัญชี  (สาขาลำพูน),"",CHIANG MAI SIAM T. V. COMPANY LIMITED,Lampoon,Diploma of High Vocational Education,3 years,"Full Time, Permanent",Wholesale / Retail,"Accounting > General Accounting , Accounting > Others , Banking / Finance > Financial Services",14500
Site Engineer / Project Engineer ( 2 อัตรา ),"","TRUE POINTS ENGINEERING CO., LTD.",Eastern,Degree,3 years,"Full Time, Permanent","Engineering - Building, Civil, Construction / Quantity Survey","Building & Construction > Civil / Structural , Engineering > Others",30000
Marketing  Survey  2  อัตรา,"","United Mushroom Co., Ltd.",Central > Others,High School Certificate,Not Specified,Permanent,Manufacturing,"Marketing / Public Relations > Marketing General , Marketing / Public Relations > Market Research , Marketing / Public Relations > Others",27500
Costing Account Section Head 1 Position Urgent!!/หัวหน้าแผนกบัญชีต้นทุน,"","Epe Packaging (Thailand) Co., Ltd.",Klongluang,Degree,4 years,"Full Time, Permanent",Packaging,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",37500
JAVA Developer,Not Specified,3i Infotech (Thailand) Ltd.,Sathorn,Degree,N/A,"Contract, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Network & System",45000
Community Manager,"","Tickled Media Co., Ltd.",Wattana,Degree,N/A,"Full Time, Permanent",Media / Publishing / Printing,"Media & Advertising > Editorial / Journalism , Marketing / Public Relations > Marketing Communication , Media & Advertising > Print Media",27500
Accounting Officer/พนักงานบัญชี,"",Storylog/บริษัท สตอรี่ล็อก จำกัด,Wattana,Degree,Not Specified,Full Time,Information Technology,Accounting > General Accounting,22500
Sales Engineer,Middle,SIAM ESAB Welding & Cutting Limited,Chonburi,Diploma of High Vocational Education,3 years,Full Time,Manufacturing,"Engineering > Manufacturing & Production , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",32500
English Teachers/ครูสอนภาษาอังกฤษ,Entry Level,"House of Griffin Co., Ltd./โรงเรียนกวดวิชา เฮาส์ ออฟ กริฟฟิน",Phayathai,Degree,1 year,"Full Time, Permanent",Education,"Education > Teacher , Education > Others",32500
Group Accountant,Middle,JAC International,Jatuchak,Degree,3 years,"Full Time, Permanent",Human Resources Management / Consultancy,"Accounting > General Accounting , Accounting > Audit , Accounting > Others",72500
Technical Support & Training Specialist,Not Specified,ICA Ortho Services Pte Ltd,Klongtoey,Not Specified,Not Specified,Full Time,Medical / Pharmaceutical,"Information Technology (IT) > Support , Others > Others",57500
Program Analyst/ Business Analyst /โปรแกรมเมอร์ / นักวิเคราะห์ระบบ,Entry Level,MFEC Public Company Limited,Dindaeng,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > IT Consulting",27500
Customer Service Representative (Native Thai),Senior,Teledirect Telecommerce Sdn Bhd,Overseas,Degree,3 years,Contract,Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Tele-sales (Telemarketing)",27500
Chief Account,Senior,"Pulog Co., Ltd.",Chiang Rai,Degree,5 years,Full Time,Hospitality / Catering,Hospitality / F & B > Management,37500
Creative,"","TWENTY TWENTY ENTERTAINMENT CO., LTD.",Sathorn,Degree,Not Specified,Permanent,Entertainment / Recreation,Media & Advertising > Creative / Design,21500
Receptionist (Contract) 18K,"",Adecco Phaholyothin Recruitment Ltd.,Bangrak,Degree,N/A,"Contract, Permanent",Tourism / Travel Agency,Others > Others,20500
เจ้าหน้าที่ฝ่ายบัญชี/ธุรการ (Account/Admin Operation Officer)/เจ้าหน้าที่ฝ่ายบัญชี/ธุรการ,"","Songyos Clinic Co., Ltd.",Dindaeng,Degree,N/A,Full Time,Medical / Pharmaceutical,"Accounting > General Accounting , Admin & HR > Administration / Operation / Clerical Support",20500
Account Manager (Digital),Middle,Q Hunter Company Limited,Sathorn,Degree,Not Specified,Permanent,Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Sales Management",72500
Account Executive,"","Prompt Partners Co.,Ltd./บริษัท พร้อมพ์ พาร์ทเนอร์ จำกัด",Prakket,Degree,2 years,"Full Time, Permanent",Packaging,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management , Others > Student / Fresh Graduate / No Experience",30000
Accountant,"","Manpower Professional & Executive Recruitment Co, Ltd.",Bangkok,Not Specified,Not Specified,Full Time,Human Resources Management / Consultancy,"Accounting > General Accounting , Accounting > Others",45000
SALES REPRESENTATIVE/พนักงานขาย,"",Zweetherb Company Limited,Bangrak,Degree,Not Specified,Full Time,Food and Beverage / Catering,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Retail Sales",42500
Retail Assistant ( Souvenir Salesperson )  (Siam Paragon/Siam Discovery)/พนักงานขายสินค้าที่ระลึก (สยาม พารากอน),"","",Pathumwan,(N/A),1 year,"Contract, Full Time, Permanent",Entertainment / Recreation,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Retail Sales , Others > Student / Fresh Graduate / No Experience",18000
เจ้าหน้าที่/รูมเมด / คลีนเนอร์,Entry Level,"Eastiny Co., Ltd.",Chonburi,High School Certificate,1 year,Permanent,Hospitality / Catering,Hospitality / F & B > Management,11500
Area Manager/ผู้จัดการเขต,"","Siam Franchise Business Co., Ltd.",Bangkokyai,Not Specified,Not Specified,Full Time,Food and Beverage / Catering,Hospitality / F & B > F & B,35000
Marketing and Sales Manager,"","BETA WEAVING FACTORY CO., LTD.",Bangplee,Degree,5 years,"Full Time, Permanent",Clothing / Garment / Textile,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Others , Sales, CS & Business Devpt > Others",37500
ASP.NET MVC Engineer,Entry Level,"Gomeeki Pty., Limited",Wattana,(N/A),3 years,Full Time,Information Technology,"Professional Services > Business Analysis / Data Analysis , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Testing / QA",67500
Accounting Officer (Entertainment Business),"",Thoresen Thai Agencies Public Company Limited,Phayathai,Degree,1 year,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",23000
Social Media Marketing,"",Fortin Media,Klongtoey,Not Specified,Not Specified,Full Time,Financial Services,"Media & Advertising > Editorial / Journalism , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Event Marketing",37500
Sales Coordinator,Entry Level,StoreHub Sdn Bhd,Sathorn,Degree,1 year,"Full Time, Permanent",General Business Services,"Sales, CS & Business Devpt > Tele-sales (Telemarketing) , Sales, CS & Business Devpt > Others",30000
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Researcher (Economic & Business Analyst),"",Adecco Japanese,Sathorn,Master,5 years,Full Time,General Business Services,Marketing / Public Relations > Market Research,57500
Assistant Buyer / Merchandiser(Accessories IT,"","The Mall Group Co., Ltd.",Bangkapi,Degree,3 years,Full Time,Wholesale / Retail,"Merchandising & Purchasing > Merchandising - Others , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",25000
Media/ Marketing Staff,Entry Level,Satit Christian Wittaya,Nonthaburi > Muang,Degree,1 year,Full Time,Advertising / Public Relations / Marketing Services,"Design > Graphics , Marketing / Public Relations > Marketing General , Marketing / Public Relations > PR General",25000
Internal IT Engineer,"","Chilindo Co., Ltd.",Wattana,Degree,2 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Hardware , Information Technology (IT) > Network & System",37500
Key Account Executive NIVEA / Eucerin,"","Beiersdorf (Thailand) Co., Ltd.",Sathorn,Degree,1 year,"Full Time, Permanent",Health & Beauty Care,"Sales, CS & Business Devpt > Account Servicing",30000
Senior Web Graphic Designer/ Art Director/เว็บกราฟฟิค,"","OL REPUBLIC CO., LTD.",Klongtoey,Degree,3 years,Full Time,Wholesale / Retail,"Media & Advertising > Creative / Design , Design > Graphics , Design > Web Design",30000
FINANCE MANAGER,"","Xplor Co., Ltd.",Pathumwan,Degree,2 years,"Full Time, Permanent",Telecommunication,"Accounting > General Accounting , Accounting > Others , Banking / Finance > Corporate Finance",57500
PHP Programmer,Entry Level,"Technology Land Co., Ltd.",Tung-kru,Degree,1 year,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others",22500
Maintenance Engineer (Electrical/Electronic Needed),"",WABCO (THAILAND) LIMITED,Rayong,Degree,3 years,"Full Time, Permanent",Motor Vehicles,Engineering > Maintenance,45000
Assistant Warehouse Manager ( Samut Prakarn) 60,Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,3 years,"Full Time, Permanent",Manufacturing,"Transportation & Logistics > Inventory / Warehousing , Transportation & Logistics > Supply Chain",95000
Sales,"",Toyota Tsusho Energy (Thailand) Limited,Dindaeng,Degree,1 year,"Full Time, Permanent",Petroleum,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",25000
IT Support,"","Kanok Furniture & Decoration Co., Ltd.",Pravet,Not Specified,Not Specified,"Full Time, Permanent",Interior Design / Graphic Design,Information Technology (IT) > Support,20500
Pre,Middle,R T S (2003) Company Limited,Bangkok,Degree,3 years,Full Time,Information Technology,"Information Technology (IT) > Hardware , Information Technology (IT) > Application Specialist - Network , Information Technology (IT) > Network & System",40000
Sales Engineer,"",PSS GROUP (THAILAND) COMPANY LIMITED,Samutprakarn > Muang,Degree,N/A,"Contract, Full Time, Permanent",Information Technology,"Sales, CS & Business Devpt > Technical Sales / Sales Engineer",23000
Public Relations (media relation) and Marketing Executive,Entry Level,"Niramit Plus Co., Ltd.",Phayathai,Degree,1 year,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing Communication , Marketing / Public Relations > PR General",20500
Senior Software tester/ Senior Quality Analyst (Automated Tester),"",Adecco Engineering & IT,Huaykwang,Not Specified,Not Specified,"Full Time, Permanent",Telecommunication,Information Technology (IT) > Testing / QA,80000
Accounting/พนักงานบัญชี,"","FIFTH CONSULTING CO., LTD.",Rayong,Degree,5 years,"Full Time, Permanent",Motor Vehicles,Accounting > General Accounting,20500
Senior Account Executive or Account Executive (Oversea),"","MTS CONNECTIONS GROUP CO., LTD.",Suanluang,Degree,Not Specified,Full Time,Advertising / Public Relations / Marketing Services,"Marketing / Public Relations > Marketing Communication , Media & Advertising > Print Media , Sales, CS & Business Devpt > Sales Management",25500
Sales Executive,Entry Level,"Revolution Network CO., LTD./บริษัท เรโวลูชั่น เน็ตเวิร์ค จำกัด",Suanluang,Degree,N/A,Full Time,Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",18000
Front of House & Social Media Editor,"","The Hive Bangkok Co., Ltd.",Wattana,Degree,1 year,Permanent,Hospitality / Catering,"Admin & HR > Administration / Operation / Clerical Support , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",25000
Business Developer  / Account Manager (Based in Chiang Mai),Entry Level,"Navigo Samui Co., Ltd.",Chiang Mai,Degree,N/A,Full Time,Tourism / Travel Agency,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Customer Service , Marketing / Public Relations > Others",27500
PHP Developer Lead (80,"","Manpower Professional and Executive Recruitment Co., Ltd,,",Bangrak,Not Specified,Not Specified,"Full Time, Permanent",Human Resources Management / Consultancy,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",95000
Java Developers,Middle,Argyll Scott Asia,Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",72500
Programmer Analyst (ด่วนมาก!!),"",AD Venture Public Company Limited/บริษัท เอดี เวนเจอร์ จำกัด (มหาชน),Rajthevee,Degree,1 year,Permanent,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Network & System",23000
Interior Designer,"","PHROMLIKHIT LUCK CO., LTD./บริษัท พรหมลิขิต ลัค จำกัด",Suanluang,Not Specified,2 years,"Full Time, Permanent",Architecture / Building / Construction,"Sales, CS & Business Devpt > Retail Sales , Others > Trading",20500
Marketing Executive,Entry Level,Rentokil Initial (Thailand) Ltd.,Dindaeng,Degree,1 year,Full Time,Others,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Direct Marketing , Marketing / Public Relations > Marketing Communication",14500
Consolidation Accountant,Middle,BLISS-TEL PUBLIC COMPANY LIMITED,Pravet,Degree,5 years,"Full Time, Permanent",Telecommunication,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",35000
Secertary to Engineering Department/เลขาแผนกวิศวกร,"","Sirayooth Co., Ltd. (Head Office)/ศิรายุทธ จำกัด",Kannayao,Degree,N/A,Permanent,Engineering - Electrical / Electronic / Mechanical,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant , Admin & HR > Others",25000
Production Supervisor/Manager(Chemical)/หัวหน้าฝ่ายควบคุมการผลิต,Middle,"A-Cast (Thailand) Co., Ltd.",Bangsaotong,Degree,3 years,Permanent,Manufacturing,"Manufacturing > Production Planning / Control , Manufacturing > Others",37500
Sales Manager / Executive,Middle,"Skillpower Services (Thailand) Co., Ltd.",Rayong,Degree,5 years,"Full Time, Permanent",Industrial Machinery / Automation Equipment,"Sales, CS & Business Devpt > Sales Management",67500
Payroll Specialist / ผู้เชี่ยวชาญบัญชีเงินเดือน,Middle,MORGAN MCKINLEY PTE LTD,Bangkok,Diploma of High Vocational Education,4 years,Full Time,Freight Forwarding / Delivery / Shipping,Admin & HR > Others,67500
Indirect Procurement,"",en world Thailand,Bangkok,Degree,5 years,"Full Time, Permanent",Information Technology,Merchandising & Purchasing > Procurement / Purchasing / Sourcing,95000
QA Supervisor (Chemicals) 50,Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,5 years,Full Time,Chemical / Plastic / Paper / Petrochemical,"Manufacturing > General / Production , Manufacturing > Manufacturing Management , Manufacturing > Quality Assurance, Control & Testing / ISO",72500
Finance Executives,Entry Level,NIDA Rooms Limited,Bangkok,High School Certificate,2 years,Full Time,Hospitality / Catering,Hospitality / F & B > Operation,37500
IMPORT/EXPORT Manager/Asst./ผู้จัดการ/ผู้ช่วย ฝ่ายนำเข้า/ส่งออก,Not Specified,"Y M C Translation Center Co., Ltd.",Samutprakarn > Muang,Not Specified,Not Specified,Full Time,Motor Vehicles,Telecomm > Others,62500
Graphic Designer,Not Specified,"SenninX Co., Ltd.",Klongtoey,Not Specified,Not Specified,Full Time,Information Technology,"Design > Graphics , Design > Multi-media , Design > Web Design",20500
HRD Training Specialist/เจ้าหน้าที่่ฝึกอบรม,"",ESSENTRA LIMITED,Bangkhuntien,Degree,5 years,Permanent,Manufacturing,"Admin & HR > Others , Admin & HR > Training & Development",30000
Marketing & Admin Office/เจ้าหน้าที่การตลาด ดูแลระบบสื่อ/เจ้าหน้าที่การตลาด ดูแลระบบสื่อ,"","VRP Food and Bakery Co., Ltd.",Kanchanaburi,(N/A),2 years,"Full Time, Permanent",Food and Beverage / Catering,"Sales, CS & Business Devpt > Customer Service , Marketing / Public Relations > Management",19000
Software Programmer  Urgent!!!,"","PENTA SOLUTIONS CO., LTD.",Huaykwang,Degree,N/A,Permanent,Information Technology,"Engineering > Others , Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",27500
Electriclan/ช่างไฟฟ้า,"","KONGPATANA ENGINEERING AND CONSTRUCTION CO., LTD.",Rayong,Not Specified,Not Specified,Full Time,"Engineering - Building, Civil, Construction / Quantity Survey",Engineering > Chemical,18000
Sales Representative 3 Positions  (Solvents 1 / Monomers 1 / Pharmaceutical 1)  Urgently !!!!!,"","VIV GROUP (VIV Interchem Co.,Ltd. & VITA Co.,Ltd.)/กลุ่มบริษัท วีไอวี (บริษัท วีไอวี อินเตอร์เคม จำกัด และ บริษัท ไวต้า จำกัด",Klongtoey,Degree,1 year,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,"Manufacturing > Others , Marketing / Public Relations > Management , Sales, CS & Business Devpt > Wholesale",27500
International Business Staff / International Business Chief /เจ้าหน้าที่ธุรกิจระหว่างประเทศ / หัวหน้าธุรกิจระหว่างประเทศ,"","PROCESSING TECHNOLOGY (THAILAND) CO.,LTD/บริษัท โปรเซสซิ่ง เทคโนโลยี (ประเทศไทย) จำกัด",Chonburi,Degree,3 years,"Full Time, Permanent",Trading and Distribution,"Sales, CS & Business Devpt > Customer Service",23000
Credit Admin Manager (Exp in Financial Institution/ Knowledge of NCB) Attractive Benefits,Middle,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Financial Services,"Admin & HR > Administration / Operation / Clerical Support , Banking / Finance > Loan , Banking / Finance > Others",62500
Digital Marketing / Online Marketing,"","Skillpower Services (Thailand) Co., Ltd.",Prakket,Degree,1 year,"Full Time, Permanent",Management Consultancy / Service,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing Communication",35000
System Programmer,"","CRE (Thailand) Co., Ltd.",Huaykwang,Degree,2 years,Full Time,Management Consultancy / Service,Information Technology (IT) > Internet / SEO,40000
Executive Assistant /ผู้ช่วยผู้บริหาร,Entry Level,"K PERFORMANCE CO., LTD.",Bangkhen,Degree,2 years,"Full Time, Permanent",Medical / Pharmaceutical,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others",18000
Project Engineer,Entry Level,Premier Solution Company Limited/บริษัท พรีเมียร์ โซลูชั่น จำกัด,Klongtoey,Degree,1 year,"Contract, Full Time, Permanent",Energy / Power / Water / Oil & Gas / Waste Management,Engineering > Energy / Natural Resources,32500
Graphic Designer,"","Prompt Partners Co.,Ltd.",Prakket,(N/A),2 years,"Full Time, Permanent",Packaging,"Media & Advertising > Creative / Design , Design > Graphics , Design > Industrial / Product",32500
Interior Designer,Not Specified,"THONGTHA BY THAIPANSTUDIO CO., LTD.",Meenburi,Not Specified,Not Specified,Permanent,Interior Design / Graphic Design,Design > Interior,25000
Accounting Administrator/ธุรการบัญชี,Entry Level,Storylog/บริษัท สตอรี่ล็อก จำกัด,Wattana,Degree,N/A,"Full Time, Permanent",Information Technology,"Accounting > General Accounting , Accounting > Taxation , Admin & HR > Administration / Operation / Clerical Support",25000
Data Analyst / Data Scientist,"",Triple Dot Consulting,Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > DBA , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > IT Consulting",72500
Recruitment Consultant / IT Recruitment Researcher,"",ATJ Recruitment (Thailand) Ltd.,Pathumwan,Degree,1 year,"Full Time, Permanent",Management Consultancy / Service,"Sales, CS & Business Devpt > Business Development , Admin & HR > Recruitment / Executive Search",20500
Sales & Marketing Manager,"","RWP CO., LTD.",Chonburi,Degree,10 years,Full Time,Tourism / Travel Agency,"Marketing / Public Relations > Management , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Others",62500
Retail Assistant ( Souvenir Salesperson )  (Siam Paragon/Siam Discovery),Entry Level,"",Pathumwan,(N/A),1 year,"Contract, Full Time, Permanent",Entertainment / Recreation,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Retail Sales , Others > Student / Fresh Graduate / No Experience",18000
Customer care,"","Obrist (Thailand) Co., Ltd.",Samutprakarn > Muang,Not Specified,Not Specified,Full Time,Chemical / Plastic / Paper / Petrochemical,"Sales, CS & Business Devpt > Customer Service",16500
Senior Software Test Engineer,Senior,No Magic Asia Ltd.,Huaykwang,Degree,3 years,"Full Time, Permanent",Information Technology,Information Technology (IT) > Testing / QA,45000
