title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
ช่างจัดส่ง/ ติดตั้งเครื่องใช้ไฟฟ้าและเครื่องปรับอากาศ  10  อัตรา,"",CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Wholesale / Retail,"Engineering > Electrical / Electronics , Others > Technician",18000
Business Relation Manager/IT Project Manager (Up to 90k/MRT Line),"","Linktrix (Thailand) Co., Ltd.",Dindaeng,Degree,15 years,"Full Time, Permanent",Financial Services,Information Technology (IT) > IT Project Management / Team Lead,67500
System Analyst,Entry Level,No Magic Asia Ltd.,Huaykwang,Degree,2 years,"Full Time, Permanent",Information Technology,Information Technology (IT) > Application Specialist - Software,45000
ที่ปรึกษาการขาย/ที่ปรึกษาการขาย,"","Isuzu Sala Faster Chiang Mai Ltd., Part.",Chiang Mai,Degree,> 20,"Full Time, Permanent",Motor Vehicles,"Sales, CS & Business Devpt > Others",17500
Assistant Thai Chef & Head Chef (work in Singapore),Senior,Inter Island Manpower Pte Ltd.,Overseas,Degree,4 years,Full Time,Human Resources Management / Consultancy,Hospitality / F & B > F & B,57500
Assistant Accounting Manager (Japanese New plant set up) at Rayong,"","Skillpower Services (Thailand) Co., Ltd.",Rayong,Degree,5 years,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,Accounting > General Accounting,50000
Android developer / PHP Developer (IT Solution for property brokers),"",Passionfruit (Thailand)/บริษัท แพชชั่นฟรุ้ต ไทยแลนด์ จำกัด,Huaykwang,Degree,1 year,"Full Time, Permanent",Information Technology,"Information Technology (IT) > DBA , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Mobile / Wireless Communications",35000
Accountant (URGENT REQUIRED)/เจ้าหน้าที่บัญชี,Entry Level,"DNH Export Co., Ltd./บริษัท ดีเอ็นเอช เอ็กซ์ปอร์ต จำกัด",Bangkhuntien,Degree,N/A,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping,"Accounting > General Accounting , Accounting > Audit , Accounting > Taxation",18000
Finance Manager,Top,JAC Recruitment Thailand,Bangkok,Degree,10 years,"Full Time, Permanent",Trading and Distribution,"Banking / Finance > Credit Analysis / Approval , Banking / Finance > Corporate Finance , Banking / Finance > Credit Management",105000
Administrator,"","Skillpower Services (Thailand) Co., Ltd.",Pathumwan,Degree,2 years,"Contract, Full Time, Permanent, Temporary",Chemical / Plastic / Paper / Petrochemical,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Admin & HR > Compensation & Benefits",27500
QA&QC Engineer/วิศวกรควบคุมคุณภาพ,Middle,"DELLOYD-TIMS (THAILAND) CO., LTD.",Ayutthaya,Degree,> 20,Full Time,Others,Engineering > Industrial,20500
General Manager (Packaging Factory),"",Q Hunter Company Limited,Bangsaotong,Degree,10 years,Full Time,Manufacturing,"Management > General Management , Manufacturing > Manufacturing Management",105000
Draftsman/พนักงานเขียนแบบ,"","Collective Studio Co., Ltd.",Bangkhen,Degree,2 years,"Full Time, Permanent",Interior Design / Graphic Design,"Design > Interior , Design > Others , Engineering > Others",27500
Marketing Manager,Senior,"GAYSORN INTERPARTS CO., LTD./บริษัท เกษรอินเตอร์พาร์ท จำกัด",Samutprakarn > Muang,Degree,2 years,Full Time,Manufacturing,"Marketing / Public Relations > Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Others",45000
Sales & Marketing Assistant Manager (5+ yrs in Automotive business) Attractive Benefits),"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Motor Vehicles,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",62500
Telesales (+service allowance and incentive),Entry Level,"Direct Asia (Thailand) Co., Ltd.",Sathorn,Degree,N/A,"Full Time, Permanent",Insurance / Pension Funding,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Tele-sales (Telemarketing) , Sales, CS & Business Devpt > Others",22500
Mechanical Design Engineer (Skill AutoCAD,"","Smartcruit Consultant Co., Ltd.",Bangna,Degree,N/A,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Engineering > Industrial , Engineering > Mechanical , Engineering > Others",18000
Marketing Online /การตลาดออนไลน์,Entry Level,"Posh Medica International (Thailand) Co., Ltd.",Kannayao,Degree,1 year,"Full Time, Permanent",Health & Beauty Care,"Media & Advertising > Strategic Planning , Information Technology (IT) > Internet / SEO , Marketing / Public Relations > Others",23000
SharePoint Developer – Maximize your expertise,Not Specified,Cathcart Associates Asia Recruitment Ltd.,Bangrak,Not Specified,Not Specified,Full Time,General Business Services,"Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others",62500
Senior Sales Coordinator/หัวหน้าฝ่ายประสานงานฝ่ายขาย,"",New Step Asia Company Limited,Wattana,Not Specified,Not Specified,Full Time,Trading and Distribution,"Accounting > Others , Admin & HR > Administration / Operation / Clerical Support , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",25000
sale (Cloud computer),"","NetDesign Host Co., Ltd.",Dindaeng,Degree,3 years,Permanent,Information Technology,Information Technology (IT) > Others,42500
Safety Inspectors,"","NAPASORN SERVICE GROUP CO., LTD.",Huaykwang,Degree,> 20,Contract,Human Resources Management / Consultancy,"Building & Construction > Building / Construction / QS , Building & Construction > Civil / Structural",52500
Internal Audit /Automotive  80,Entry Level,Fircroft (Thailand) Limited,Bangkok,Degree,8 years,Permanent,Motor Vehicles,Accounting > Audit,80000
O&M Coordinator of Solar Power Plant in Tokyo Office /ฝ่ายประสานงานโครงการโซลาร์ฟาร์ม ทำงานที่ โตเกียว ประเทศญี่ปุ่น,"",S.E.M. Company Limited,Overseas,Degree,N/A,Full Time,Energy / Power / Water / Oil & Gas / Waste Management,"Engineering > Industrial , Engineering > Maintenance , Management > General Management",80000
Personal Assistant,Not Specified,บริษัท อินคิวบ์ จำกัด,Yannawa,Degree,Not Specified,"Full Time, Permanent",Wholesale / Retail,Admin & HR > Secretary / Personal Assistant,25000
Purchasing & Store manager (Food and Beverage),Senior,"MAGURO GROUP CO., LTD.",Bangkok,Degree,5 years,Permanent,Hospitality / Catering,"Hospitality / F & B > F & B , Hospitality / F & B > Operation",45000
Accountant,Entry Level,"HulaKula Fashion Co., Ltd.",Ladprao,(N/A),2 years,"Freelance, Full Time, Part Time",Clothing / Garment / Textile,"Accounting > General Accounting , Accounting > Others",25000
.NET Programmer,"","Ditruz Co., Ltd./บริษัท ดีทรัซ จำกัด",Thanyaburi,Degree,N/A,"Contract, Full Time, Internship",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Mobile / Wireless Communications",25500
พนักงานขายสินค้าภาพและเสียง (AV)    2   อัตรา,"",CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Others",18000
Operation Associate,"","Helpdee Technology Co., Ltd.",Wattana,Degree,N/A,"Full Time, Permanent",General Business Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Brand / Product Management , Sales, CS & Business Devpt > Sales Management",16500
Web Developer,"","Magnetolabs Co., Ltd.",Pathumwan,Degree,2 years,"Full Time, Permanent",Information Technology,"Design > Web Design , Information Technology (IT) > Programming / Software Development , Marketing / Public Relations > Others",42500
PRODUCTION MANAGER / QA MANAGER,Not Specified,"Search & Consultancy Network Co., Ltd.",Saraburi,Not Specified,Not Specified,Full Time,Clothing / Garment / Textile,"Manufacturing > General / Production , Manufacturing > Quality Assurance, Control & Testing / ISO",105000
Quality Assurance Chemist,Entry Level,"Recycle Engineering Co., Ltd.",Chonburi,Degree,N/A,Permanent,Chemical / Plastic / Paper / Petrochemical,"Sciences, Lab, R&D > Chemical , Manufacturing > Quality Assurance, Control & Testing / ISO , Others > Student / Fresh Graduate / No Experience",20500
Sales/พนักงานงาน,"","Thai Pet Industrial Co., Ltd.",Nongkhaem,Degree,N/A,Permanent,Packaging,Manufacturing > General / Production,14500
Clinical Specialist (Medical Device and Cosmedical Product)/เจ้าหน้าที่พัฒนาผลิตภัณฑ์เครื่องมือแพทย์และเวชสำอาง,"","Technicalbiomed Co., Ltd./บริษัท เทคนิคอลไบโอเมด จำกัด",Wangthonglang,Degree,N/A,"Full Time, Permanent",Medical / Pharmaceutical,"Sciences, Lab, R&D > Life Science , Medical Services > Medical Services Technician",25000
Mechanical Design Engineer Assistant Manager for Logistic System,"","FIFTH CONSULTING PLACEMENT CO., LTD.",Bangrak,Degree,5 years,Full Time,Manufacturing,"Engineering > Mechanical , Engineering > Others",37500
Sales and Technical Support Manager,"","HASLE Refractories (Thailand) Co., Ltd.",Chomthong,Degree,3 years,"Full Time, Permanent",Management Consultancy / Service,"Engineering > Engineering Project Management , Engineering > Mechanical , Sales, CS & Business Devpt > Sales Management",57500
Sales and Event Marketing,"","Emanate  International Co.,ltd",Wattana,Degree,N/A,"Full Time, Part Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",20500
中泰翻译Translator,Not Specified,"Sinohydro (Thailand) Co., Ltd.",Central,Not Specified,Not Specified,"Full Time, Permanent","Engineering - Building, Civil, Construction / Quantity Survey","Building & Construction > Civil / Structural , Professional Services > Translation",25000
R&D Mechanical Engineer,"",JAC AYUTTHAYA,Klongluang,Degree,3 years,Full Time,Engineering - Electrical / Electronic / Mechanical,"Engineering > Mechanical , Manufacturing > Product Development / Management , Sciences, Lab, R&D > Research & Development (R&D)",50000
HR Manager/ผู้จัดการแผนกทรัพยากรบุคคล,Senior,Jay Mart Public Company Limted,Sapan-suang,Degree,10 years,Full Time,Wholesale / Retail,"Admin & HR > Compensation & Benefits , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",57500
Senior Programmer (JAVA or C#)(Urgent Required),"","Netband Consulting Co., Ltd.",Wattana,(N/A),3 years,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",50000
Senior .NET Developer/Senior .NET Developer,Entry Level,"DATAROOT ASIA CO., LTD./DATAROOT ASIA CO., LTD.",Huaykwang,Degree,3 years,"Contract, Full Time, Permanent",Information Technology,Information Technology (IT) > Application Specialist - Software,57500
Accounting Officer (Urgent Required),Entry Level,Manarco Recruitment Limited,Bangkok,Degree,2 years,"Full Time, Permanent",Manufacturing,Accounting > General Accounting,25000
ERP Consultant,"",en world Thailand,Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Consulting , Information Technology (IT) > Others",62500
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Web and Mobile UI/UX Designer,"","Clicksee Network Co., Ltd.",Pathumwan,Degree,3 years,"Full Time, Permanent",Information Technology,Design > Web Design,40000
Engineer (Experiment),Entry Level,KYB Asian Pacific Corporation Limited,Chonburi,Degree,Not Specified,Full Time,Others,Engineering > Mechanical,22500
Recruitment Consultant (RC),"",Page Group Thailand,Others,Degree,1 year,"Full Time, Permanent",Management Consultancy / Service,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Others , Sales, CS & Business Devpt > Direct",67500
Search Engine Project Manager ( 80,"",MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,5 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Internet / SEO , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",80000
Accounting Manager (918030),"","Jmax Recruitment Co., Ltd.",Chonburi,Degree,Not Specified,Full Time,Financial Services,Accounting > Others,62500
Accountant Officer,Entry Level,dwp cityspace Ltd.,Bangrak,Degree,2 years,Full Time,Architecture / Building / Construction,"Accounting > General Accounting , Banking / Finance > Analysis , Banking / Finance > Corporate Finance",27500
Draftman /ดราฟท์แมน ประจำชลบุรี,Middle,"WASUTORN LAND CO., LTD.",Chonburi,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Property Development,"Building & Construction > Building / Construction / QS , Building & Construction > Civil / Structural , Property > Others",18000
Sale Admin,"","Will 9 Recruitment Co., Ltd.",Pathumwan,Degree,Not Specified,Full Time,Trading and Distribution,Admin & HR > Administration / Operation / Clerical Support,20500
Cost Estimate,Entry Level,"Bumrungthai Co., Ltd.",lamlookka,Diploma of High Vocational Education,1 year,"Contract, Full Time, Permanent",Manufacturing,"Building & Construction > Building / Construction / QS , Building & Construction > Civil / Structural , Engineering > Manufacturing & Production",19000
Sales Representative and Export Sales Executive /พนักงานขายและพนักงานขายต่างประเทศ,Entry Level,"Sand and Soil Industry Co., Ltd.",Bangna,Degree,1 year,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,"Marketing / Public Relations > Marketing General , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Channel / Distribution",32500
Web Developer,"","Fun Gate Infinity Co., Ltd.",Prakket,Degree,Not Specified,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > MIS , Information Technology (IT) > Programming / Software Development",20500
Retail Store Manager ( Fresh Graduate are welcome),Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,(N/A),3 years,"Full Time, Permanent",Clothing / Garment / Textile,"Sales, CS & Business Devpt > Channel / Distribution , Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Wholesale",57500
Sale and Marketing Officer /เจ้าหน้าที่การตลาด,Entry Level,"IN-BLOSSOM Co.,Ltd,",Wangthonglang,Degree,1 year,"Full Time, Permanent",Wholesale / Retail,"Marketing / Public Relations > Marketing General , Marketing / Public Relations > Others , Sales, CS & Business Devpt > Account Servicing",18000
Senior Software Engineer,"","Mycos Technologies Co., Ltd.",Chiang Mai,Degree,5 years,"Full Time, Permanent",Information Technology,Information Technology (IT) > Programming / Software Development,42500
IT Sales Engineer,"","Toyo TAS Consulting Co., Ltd.",Wattana,Degree,3 years,Full Time,Information Technology,"Information Technology (IT) > Hardware , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",20500
Sales Representative,"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Sales Admin/พนักงานขาย,"","RICHNESS TRADING CO., LTD.",Chiang Mai,Degree,N/A,"Contract, Freelance, Full Time, Internship, Part Time, Permanent, Temporary",Health & Beauty Care,"Sales, CS & Business Devpt > Account Servicing",21500
Brand Ambassador/เจ้าหน้าที่บริหารแบรนด์ทางการตลาด,"","Ultimate International Marketing Co.,Ltd.",Bangkok,Degree,N/A,"Contract, Full Time",Advertising / Public Relations / Marketing Services,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Event Marketing",22500
Sale Engineering/วิศวกร,Not Specified,"USAE (Thailand) Co., Ltd.",Bangkok,Degree,2 years,Permanent,Engineering - Electrical / Electronic / Mechanical,"Engineering > Mechanical , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",30000
IMPORT & EXPORT OFFICER,Entry Level,JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,2 years,"Full Time, Permanent",Others,"Transportation & Logistics > Others , Transportation & Logistics > Export Import",25000
Programmer/Developer,Entry Level,R T S (2003) Company Limited,Bangkok,Degree,2 years,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Network & System",32500
Video Editor Officer,"",Central Group (Supporting Unit),Bangrak,Degree,1 year,"Full Time, Permanent",Wholesale / Retail,Media & Advertising > Photography / Video,25000
Project Coordinator/Sales Executive,Entry Level,"VOCA Building Materials Co., Ltd.",Huaykwang,Degree,3 years,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management",22500
Senior Programmer / Senior System Analysys,Not Specified,"Workbythai Internet And Marketing Co., Ltd.",Bangsue,Not Specified,Not Specified,Permanent,Electronics / Electrical Equipment,"Information Technology (IT) > DBA , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > IT Consulting",25500
Server,"","POWER GROUP APPLICATIONS CO., LTD.",Wattana,(N/A),Not Specified,Full Time,Others,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",40000
Marketing Research Officer,"",Robert Bosch Limited,Klongtoey,Degree,N/A,"Full Time, Permanent",Trading and Distribution,Admin & HR > Administration / Operation / Clerical Support,22500
Material Planning/ Supply Planning (3+yrs exp in Electronics,Entry Level,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,3 years,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Engineering > Manufacturing & Production , Manufacturing > Production Planning / Control , Merchandising & Purchasing > Industrial",50000
เจ้าหน้าออนไลน์/เจ้าหน้าออนไลน์,Entry Level,"The Spider Co., Ltd./บริษัท เดอะสไปเดอร์ จำกัด",Bangkhuntien,Degree,N/A,"Full Time, Permanent",Wholesale / Retail,"Marketing / Public Relations > Marketing General , Media & Advertising > Photography / Video",11500
Business Development Executive,Middle,StoreHub Sdn Bhd,Pathumwan,Degree,1 year,"Full Time, Permanent",General Business Services,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Direct",37500
Software Engineer,"","Step Solutions Co., Ltd.",Meenburi,Degree,N/A,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Engineering > Electrical / Electronics , Engineering > Maintenance , Engineering > Telecommunication / Wireless / Radio",30000
ผู้จัดการส่วน/ผู้จัดการแผนกเจ้าหน้าที่ควบคุมความปลอดภัยและสุขอนามัย ประจำอาคารสูง,Middle,"Skillpower Services (Thailand) Co., Ltd.",Klongsan,Diploma of High Vocational Education,3 years,Permanent,"Engineering - Building, Civil, Construction / Quantity Survey",Engineering > Health / Safety / Environmental,27500
Sales Representatives /พนักงานขาย,Entry Level,"Silpfa Plastic Industry Co., Ltd.",Yannawa,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Manufacturing,"Marketing / Public Relations > Others , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management",20500
Accounting Officer,Not Specified,Adecco Recruitment (Thailand) Limited,Bangkapi,Not Specified,Not Specified,Full Time,Education,Accounting > General Accounting,25000
Marketing Officer/เจ้าหน้าที่การตลาด,Entry Level,"Thonglor Dental Hospital Co., Ltd.",Bangna,Degree,2 years,Permanent,Medical / Pharmaceutical,Marketing / Public Relations > Marketing General,18000
Mobile Application Developer / Programmer,Not Specified,Integra8t Company Limited,Wangthonglang,Degree,Not Specified,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Mobile / Wireless Communications",32500
Sales Executive,Entry Level,"Pakgon Co., Ltd.",Bangrak,Degree,N/A,Full Time,Information Technology,"Sales, CS & Business Devpt > Account Servicing",25000
Receptionist (พนักงานต้อนรับ),Middle,"Wine & Spirit Trading Co., Ltd.",Pathumwan,(N/A),1 year,Full Time,Hospitality / Catering,"Admin & HR > Administration / Operation / Clerical Support , Sales, CS & Business Devpt > Customer Service , Hospitality / F & B > Operation",18000
ประสานงานต่างประเทศ,Entry Level,"I Q Wine Co., Ltd.",Wattana,Degree,1 year,"Full Time, Permanent",Trading and Distribution,"Admin & HR > Administration / Operation / Clerical Support , Transportation & Logistics > Others , Transportation & Logistics > Export Import",22500
Maintenance / Technician Supervisor/หัวหน้าช่างซ่อมบำรุง,Middle,"Mugendai Co., Ltd.",Pathumwan,Diploma of High Vocational Education,2 years,Full Time,Food and Beverage / Catering,"Engineering > Maintenance , Others > Technician",32500
Production Manager,"","Skillpower Services (Thailand) Co., Ltd.",Chonburi,Degree,5 years,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,Engineering > Manufacturing & Production,62500
Web Programmer/โปรแกรมเมอร์/เจ้าหน้าที่พัฒนาระบบ,"",Modern Academic Center Company Limited,Ladprao,Degree,3 years,Permanent,Education,"Design > Web Design , Information Technology (IT) > Internet / SEO , Information Technology (IT) > Programming / Software Development",32500
Logistics Officer,"","Osstem (Thailand) Co., Ltd.",Klongtoey,Diploma of High Vocational Education,1 year,Full Time,Medical / Pharmaceutical,"Transportation & Logistics > Inventory / Warehousing , Transportation & Logistics > Supply Chain",18000
Human Capital Consultant/Senior Consultant/ที่ปรึกษาการจัดการ,"",ADGES Consulting,Wattana,Master,4 years,"Contract, Permanent",Management Consultancy / Service,"Professional Services > Business Consultancy , Education > Lecturer / Professor , Management > Top Executives (CEO, CFO, CTO, GM, MD etc.)",45000
Accounting Agent (AR/AP),Entry Level,Dusit Thani Public Company Limited,Sathorn,Degree,N/A,Full Time,General Business Services,"Accounting > General Accounting , Accounting > Others",18000
Channel Sales,"",Synnex (Thailand) Public Company Limited/บริษัท ซินเน็ค (ประเทศไทย) จำกัด (มหาชน),Bangkok,Degree,3 years,"Full Time, Permanent",Others,"Sales, CS & Business Devpt > Channel / Distribution , Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",22500
Tax Accounting Specialist (5+ yrs in Accounting; Tax/ Exp from Banking,Middle,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Financial Services,"Accounting > Credit Control , Accounting > Taxation , Accounting > Others",50000
Customer Success Executive,Entry Level,StoreHub Sdn Bhd,Bangkok,Degree,2 years,"Full Time, Permanent",General Business Services,"Sales, CS & Business Devpt > Call Centre , Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing",30000
E,"",Central Retail Corporation Ltd. (JD ecommerce),Bangkok,Degree,2 years,Full Time,Wholesale / Retail,Admin & HR > Training & Development,40000
Project Manager (Broardcasting and Entertainment Business),"","Skillpower Services (Thailand) Co., Ltd.",Jatuchak,Not Specified,Not Specified,"Full Time, Permanent",Human Resources Management / Consultancy,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",105000
Graphic Designer/กราฟฟิก ดีไซเนอร์,Entry Level,"KK&M SUN GROUP Co.,Ltd",Donmuang,Degree,N/A,Full Time,General Business Services,"Design > Graphics , Design > Web Design",20500
React Native Developer,"","ARTISAN DEVELOPER GROUP INTERNATIONAL LTD., PART.",Chiang Mai,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",32500
Audit Director (Up to 150k/BTS Line),Senior,"Linktrix (Thailand) Co., Ltd.",Bangkok,Degree,15 years,"Full Time, Permanent",Accounting / Audit / Tax Services,Accounting > Audit,125000
Senior Accountant/เจ้าหน้าที่บัญชีและการเงินอาวุโส,"","BOOKMYCARGO (THAILAND) CO., LTD.",Bangkapi,Degree,3 years,Permanent,Freight Forwarding / Delivery / Shipping,"Accounting > General Accounting , Admin & HR > Administration / Operation / Clerical Support",32500
Channel sales specialist,Middle,Glory Technologies (Thailand) Ltd.,Huaykwang,Degree,1 year,Full Time,Trading and Distribution,"Sales, CS & Business Devpt > Channel / Distribution",22500
Management Trainee,"","One 360 Recruitment Co., Ltd.",Rajthevee,Degree,1 year,Full Time,Others,"Sales, CS & Business Devpt > Business Development",30000
เชฟ อาหารไทยและยุโรป 1 ตำแหน่ง,"","PEAK NIMMAN CO., LTD.",Chiang Mai,(N/A),N/A,"Full Time, Permanent",Hospitality / Catering,Hospitality / F & B > F & B,16500
Assistant Sales Manager,"","Asian Leaders Career Recruitment Co., Ltd.",Rayong,Degree,N/A,Full Time,Human Resources Management / Consultancy,"Building & Construction > Civil / Structural , Sales, CS & Business Devpt > Account Servicing , Others > Trading",50000
Hiking / Trekking / Camping Local Sport Leader @Decathlon Nawamin (Retail),Middle,Decathlon (Thailand) Company Limited,Beungkum,(N/A),N/A,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Customer Service , Management > General Management , Sales, CS & Business Devpt > Retail Sales",23000
System Engineer/วิศวกรระบบ,"","Zenith Comp Co., Ltd.",Phayathai,Degree,> 20,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Hardware , Information Technology (IT) > Support",25000
Automation Engineer/ Design Engineer (Exp with PLC,"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,2 years,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Engineering > Electrical / Electronics , Engineering > Maintenance , Engineering > Mechanical",27500
Administrative & HR Officer/เจ้าหน้าที่ฝ่ายบุคคลและธุรการทั่วไป,"","QBD Technologies Co., Ltd./บริษัท คิวบีดี เทคโนโลยีส์ จำกัด",Bangplee,Degree,3 years,"Contract, Full Time",Manufacturing,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Merchandising & Purchasing > Industrial",27500
Injection plastic maintenance technician professional/ช่างเทคนิคและซ่อมเครื่องฉีดพลาสติคชำนาญงาน professional,"","Lamphun Plastpack Co., Ltd.",Lampoon,Diploma of High Vocational Education,5 years,Full Time,Packaging,Engineering > Maintenance,14500
Implementation Consultant (Construction and Logistics areas),Middle,"JSW ASSET CO., LTD.",Jatuchak,Degree,N/A,Full Time,Management Consultancy / Service,"Professional Services > Business Consultancy , Sales, CS & Business Devpt > Business Development , Engineering > Engineering Project Management",37500
Financial Analyst,Middle,JAC International,Pathumwan,Degree,3 years,"Full Time, Permanent",General Business Services,"Accounting > General Accounting , Banking / Finance > Analysis , Banking / Finance > Corporate Finance",50000
Account Coordinator / เจ้าหน้าที่ฝ่ายประสานงานฝ่ายบัญชี,"","Factoria Co., Ltd.",Prakanong,Not Specified,Not Specified,Full Time,Property Management / Consultancy,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Property > Others",16500
นักวิจัยและปรับปรุงพันธุ์พืช,Entry Level,"304 IP3 CO., LTD./บริษัท 304 ไอพี 3 จำกัด",Chachoengsao,Master,N/A,"Full Time, Permanent",Others,"Others > Agriculture / Forestry / Fishing , Sciences, Lab, R&D > Research & Development (R&D)",27500
IT Helpdesk/ IT Support (0,"","Smartcruit Consultant Co., Ltd.",Bangna,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Support , Information Technology (IT) > Network & System , Others > Student / Fresh Graduate / No Experience",20500
Project Engineer (Automotive.),Middle,"Cobra International Co., Ltd.",Chonburi,Degree,5 years,Full Time,Athletics / Sports,"Engineering > Industrial , Engineering > Manufacturing & Production , Engineering > Mechanical",72500
Mobile Application Developer (iOS/Android)/นักพัฒนาแอพพลิเคชั่นบนสมาร์ทโฟน (iOS/Android),Entry Level,"V WISE IT CO., LTD./บจก. วีไวซ์ ไอที",Nonthaburi > Muang,Degree,Not Specified,"Contract, Full Time",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",30000
Accountant/พนักงานบัญชี,"","Shining Gold Bullion Co., Ltd.",Sathorn,Degree,N/A,Full Time,Jewellery / Gems / Watches,Accounting > General Accounting,14500
